order_detail_id,order_id,item_id,quantity,price
372,1159,491,2,111.49
373,6925,707,4,89.54
374,7340,1416,2,279.54
375,9930,1560,1,68.93
376,2395,882,2,440.49
377,6954,400,3,317.49
378,982,140,2,181.76
379,994,1404,2,281.87
380,9218,161,5,327.66
381,234,1766,3,101.04
382,7517,467,5,341.87
383,277,1232,3,172.15
384,6907,1344,3,443.99
385,8703,1208,3,98.55
386,8444,30,1,104.9
387,6018,1663,3,230.0
388,3731,804,4,405.56
389,8663,260,4,223.6
390,4566,1255,1,119.31
391,708,1741,4,197.45
392,384,206,2,389.49
393,8412,877,2,406.47
394,6668,490,5,410.27
395,6714,555,3,127.25
396,7346,332,1,309.58
397,2394,738,5,294.34
398,8644,769,2,342.92
399,5964,1017,5,486.85
400,6409,22,2,80.86
401,6347,161,5,385.07
402,3659,1434,5,269.43
403,4981,1221,2,60.68
404,8286,154,4,134.94
405,2896,889,5,395.91
406,3139,906,4,144.89
407,6943,439,3,59.66
408,3834,409,3,405.64
409,7054,1128,4,484.01
410,8291,1465,3,93.0
411,4251,619,4,210.24
412,8021,327,4,70.22
413,1685,1275,3,111.42
414,3684,1468,4,165.08
415,46,1678,4,177.2
416,761,393,1,334.4
417,4303,1482,2,62.01
418,2778,251,3,301.44
419,9219,1461,4,304.48
420,6659,27,3,100.83
421,851,1706,5,464.56
422,4371,1265,1,485.55
423,8559,1968,5,171.68
424,1304,1072,1,293.95
425,7908,1435,1,53.46
426,3806,358,1,257.4
427,9201,1717,4,171.8
428,3553,963,4,104.94
429,1628,1927,2,109.25
430,9259,483,2,341.15
431,5868,519,4,232.01
432,5128,1633,2,133.99
433,2047,350,1,305.32
434,9479,1271,4,203.28
435,6117,598,2,179.64
436,6450,372,3,368.03
437,8296,1168,2,216.4
438,9396,1620,4,384.85
439,8300,9,3,345.81
440,1392,54,3,64.38
441,4345,916,5,261.03
442,8891,1040,1,287.36
443,6301,1049,2,244.87
444,4571,1002,5,361.88
445,5354,842,4,428.2
446,5178,278,3,293.78
447,507,1502,4,349.46
448,9316,168,5,357.62
449,4776,1247,1,431.55
450,5012,769,4,402.24
451,8874,290,2,325.59
452,7368,360,5,412.96
453,8623,681,5,451.05
454,3117,1610,2,147.32
455,7888,434,5,134.05
456,5042,1783,4,96.77
457,4225,1747,3,234.28
458,7684,1477,2,208.48
459,3608,998,4,287.52
460,1764,52,3,64.18
461,2557,1372,4,375.39
462,6364,161,1,175.93
463,8349,1465,2,364.1
464,1882,71,1,389.93
465,5834,919,1,119.35
466,318,734,3,90.76
467,950,730,2,419.14
468,8376,1412,3,57.68
469,37,339,5,99.74
470,35,1073,3,174.48
471,8746,1202,5,285.88
472,1402,1173,1,118.82
473,9457,1558,5,58.18
474,5692,747,4,127.0
475,850,1046,5,144.26
476,8207,1604,4,496.63
477,8158,719,1,165.13
478,5995,1110,2,263.88
479,2142,1994,2,230.26
480,2148,77,1,188.93
481,179,1506,3,495.0
482,8628,532,5,495.45
483,9221,1742,3,434.48
484,4090,774,5,328.56
485,5659,48,2,459.18
486,8933,390,4,52.94
487,8672,1704,4,135.25
488,9734,715,5,208.58
489,6637,1774,1,435.3
490,4517,1969,5,323.87
491,7506,327,1,177.42
492,1617,1697,1,230.98
493,3309,1906,1,454.92
494,369,1125,4,340.41
495,1838,132,5,103.66
496,2443,384,2,127.09
497,839,1698,1,423.08
498,3015,373,5,248.95
499,673,1634,3,330.76
500,4398,1816,3,342.19
501,1629,395,3,171.24
502,4464,1080,3,253.06
503,7082,1094,2,103.43
504,2322,1414,5,481.5
505,1294,1480,3,473.15
506,4437,1700,1,475.22
507,2253,735,2,89.41
508,9598,1432,5,217.56
509,601,1216,2,246.38
510,5058,147,2,289.91
511,4487,659,1,384.3
512,8672,269,5,302.62
513,8636,278,2,209.2
514,6349,458,3,183.51
515,9965,241,1,461.98
516,9462,1299,4,148.49
517,5605,1640,4,106.63
518,9750,815,5,433.28
519,6362,230,5,412.98
520,2303,1725,1,499.49
521,6405,1283,5,245.94
522,2696,1723,4,332.88
523,7389,790,2,261.26
524,9060,1602,1,339.2
525,4444,642,1,252.31
526,6669,1605,4,67.16
527,8355,653,5,362.66
528,4599,29,3,492.09
529,6134,305,4,453.88
530,283,1135,3,240.04
531,4583,983,5,249.55
532,830,1218,4,162.5
533,1753,810,5,299.35
534,6233,1745,5,322.24
535,69,486,4,488.32
536,7461,852,1,315.3
537,779,1744,4,445.32
538,3315,264,2,395.45
539,2020,589,5,152.24
540,6285,828,2,87.76
541,1756,1377,3,325.84
542,7178,1166,4,291.11
543,1983,959,5,354.45
544,1158,1981,5,96.33
545,5977,329,5,397.27
546,638,294,2,285.25
547,9157,1907,4,428.35
548,3710,1056,5,360.67
549,133,204,1,431.88
550,5099,841,4,357.15
551,8683,1109,2,491.1
552,7424,1893,1,399.87
553,8028,1264,2,302.63
554,4664,1591,4,67.01
555,7622,1790,5,353.52
556,7216,1931,4,273.64
557,7389,1207,1,464.03
558,192,330,2,161.22
559,933,1252,4,250.71
560,3961,1163,1,205.69
561,160,1883,3,157.67
562,1911,1394,5,379.76
563,1881,1849,2,241.2
564,3969,1234,1,274.34
565,1209,1710,2,58.49
566,1707,314,5,429.73
567,5239,1519,5,376.52
568,4725,385,5,220.58
569,8812,1292,5,63.76
570,172,1135,3,485.92
571,5561,456,4,470.22
572,4299,1423,3,188.0
573,2237,423,5,274.89
574,9795,670,4,241.33
575,3691,34,5,461.94
576,7326,984,1,219.22
577,6076,912,4,240.77
578,4687,749,3,231.47
579,1045,230,4,249.26
580,8519,14,3,92.24
581,8867,1757,1,444.76
582,759,1942,4,411.43
583,4632,1547,3,447.21
584,9093,1019,3,265.01
585,8748,682,2,63.55
586,2542,1205,3,118.39
587,7304,778,3,103.24
588,1527,1780,1,402.55
589,7518,1781,4,408.32
590,4263,596,5,286.1
591,322,1690,3,290.57
592,719,1295,3,270.72
593,7529,1128,2,187.06
594,890,490,2,322.79
595,6671,1372,2,356.17
596,5058,551,2,458.0
597,8459,289,4,435.39
598,6622,1083,1,253.73
599,658,1243,1,397.18
600,9304,1222,5,448.78
601,6581,1454,5,264.65
602,9927,525,4,178.38
603,3921,1110,3,301.88
604,882,214,1,135.41
605,6959,936,5,399.85
606,1139,870,4,76.22
607,7268,1148,5,97.15
608,1456,1919,5,210.77
609,6336,1967,5,345.27
610,3986,1491,3,139.48
611,7525,304,3,299.26
612,4741,1598,5,73.03
613,1325,1100,4,323.31
614,9549,1711,4,301.8
615,2182,1568,2,486.21
616,2115,91,1,429.14
617,7828,1724,2,195.79
618,6191,1886,3,83.41
619,3982,681,2,284.27
620,8103,977,5,357.22
621,3776,1142,4,318.23
622,4900,848,4,97.48
623,7817,1064,3,452.56
624,6223,403,3,282.78
625,8000,541,2,179.74
626,5093,614,3,386.69
627,1457,1403,2,195.17
628,921,1823,3,334.19
629,8635,342,1,385.55
630,2134,183,1,457.14
631,6365,694,5,333.67
632,1098,783,4,218.18
633,2264,1101,3,284.78
634,1161,40,3,363.17
635,3082,1727,1,347.93
636,2049,1652,3,206.87
637,8690,510,2,325.29
638,4771,1324,1,113.33
639,8786,1150,3,109.75
640,8405,1621,4,353.94
641,7560,1974,5,307.13
642,8071,977,4,328.01
643,715,602,5,114.17
644,4028,1011,3,182.57
645,6269,207,3,113.08
646,2060,502,4,358.59
647,9047,1724,5,373.2
648,1396,609,2,435.63
649,5722,1706,1,499.66
650,3716,1147,2,159.4
651,1919,1608,4,60.43
652,7825,492,4,134.54
653,8103,637,5,183.36
654,5682,917,5,180.83
655,9534,1075,4,432.77
656,8792,1530,1,71.65
657,9244,962,3,454.98
658,4336,1950,1,207.18
659,1364,1800,3,199.87
660,7035,1653,1,378.21
661,7879,124,3,345.82
662,7250,981,4,164.93
663,2049,274,5,490.3
664,4348,1656,2,108.09
665,2763,370,2,196.18
666,6356,1995,3,395.51
667,8507,1529,5,489.01
668,1373,1373,5,150.67
669,6624,1018,1,265.16
670,2985,1309,2,480.47
671,5319,1562,1,58.9
672,7952,1388,5,159.71
673,4331,604,5,327.28
674,3937,1225,3,471.81
675,6785,1456,3,454.28
676,2073,1041,3,241.81
677,1741,1373,1,270.78
678,3816,1559,4,113.05
679,4861,1782,3,222.37
680,9536,1980,2,235.97
681,899,1691,5,78.18
682,6102,714,5,499.98
683,2127,1464,3,323.8
684,5329,413,5,74.55
685,7073,1247,2,105.21
686,3773,1423,5,389.44
687,4015,1336,5,390.48
688,4399,402,2,170.66
689,2743,864,1,437.48
690,5434,1588,2,426.22
691,2722,532,3,340.0
692,7453,298,2,285.15
693,3961,1356,2,415.43
694,3308,1834,5,354.6
695,3894,1099,5,374.16
696,621,78,2,486.45
697,4304,1512,1,461.35
698,7855,1951,1,447.11
699,4241,469,4,287.88
700,346,1800,5,58.38
701,1623,397,2,86.97
702,6802,801,2,267.94
703,420,1394,2,488.36
704,7976,1294,1,341.35
705,7937,1903,3,465.36
706,3057,1060,3,387.59
707,3586,1442,5,296.7
708,7589,1516,3,447.12
709,9380,1837,3,459.19
710,3149,1764,5,308.58
711,9277,1977,2,123.8
712,9824,1568,3,222.85
713,9844,568,4,61.65
714,3777,1033,1,471.83
715,7670,1046,4,492.9
716,3153,1743,2,477.61
717,7760,1729,1,484.13
718,670,2000,4,439.44
719,1858,1180,4,125.79
720,7296,1266,3,189.46
721,863,115,3,144.6
722,2714,955,3,412.36
723,2393,1142,2,108.09
724,4476,883,4,99.02
725,6862,1583,1,337.47
726,2070,495,5,303.49
727,881,1609,3,114.3
728,2168,1070,5,182.0
729,4376,1973,2,243.89
730,7396,1892,2,256.74
731,6034,226,3,139.23
732,4112,1765,3,341.73
733,725,272,3,472.61
734,7721,406,1,335.66
735,3229,913,1,354.65
736,4297,1156,3,475.33
737,632,776,5,154.15
738,1865,693,3,371.4
739,7704,1597,1,476.25
740,6422,687,2,233.23
741,9188,41,1,406.43
742,6780,127,3,363.86
743,6709,478,5,383.07
744,2109,1023,4,263.71
745,7925,474,3,270.09
746,6675,744,5,455.66
747,4196,76,4,274.78
748,9041,1166,4,428.16
749,2958,658,5,399.16
750,7152,1646,1,325.21
751,4033,1669,5,413.16
752,5168,1133,2,394.74
753,9648,17,4,425.89
754,5140,538,4,113.84
755,9369,2,4,325.15
756,3605,2,5,221.8
757,9661,1520,4,322.77
758,3356,1164,5,464.31
759,6143,1663,2,99.39
760,6684,637,2,213.58
761,9169,923,5,198.38
762,2407,441,4,175.86
763,9545,500,4,223.05
764,7621,789,1,186.41
765,252,354,3,472.11
766,5609,148,4,466.91
767,7066,952,5,284.14
768,6953,30,5,245.0
769,3300,47,4,409.67
770,8761,1675,5,367.17
771,8240,628,4,52.35
772,1092,1927,4,161.82
773,3971,1106,1,251.99
774,7579,220,5,403.03
775,7430,443,2,434.71
776,3894,1579,2,460.43
777,1282,1329,1,88.5
778,1645,75,5,177.18
779,1723,1887,5,440.99
780,8365,1261,3,158.83
781,370,1634,4,90.09
782,9253,286,4,231.42
783,4783,783,2,403.06
784,8789,1279,2,157.02
785,7839,81,2,385.13
786,1307,1610,4,388.95
787,4926,1568,4,494.55
788,9182,1221,3,445.86
789,2968,39,4,413.7
790,7581,689,5,475.23
791,6073,852,2,246.48
792,7468,610,1,72.89
793,402,1571,5,354.81
794,3078,816,1,315.19
795,7811,1971,2,397.33
796,3293,1753,2,79.65
797,6747,1148,1,323.97
798,3562,337,1,147.66
799,482,291,5,327.01
800,3865,1412,2,340.22
801,9210,1364,1,333.46
802,5567,1150,1,77.62
803,6673,1269,4,245.61
804,647,1653,1,289.39
805,1931,449,4,223.27
806,4370,1408,4,339.07
807,5669,1022,4,309.4
808,527,1739,3,216.4
809,621,916,2,105.81
810,257,971,4,410.65
811,9510,1264,3,142.92
812,9261,1327,1,390.62
813,3689,1645,4,320.22
814,2132,349,4,148.47
815,1931,362,5,267.38
816,7735,520,3,65.89
817,6465,1084,3,433.43
818,1557,1169,1,410.85
819,9459,1751,3,424.32
820,8683,1250,2,149.33
821,6999,199,1,280.88
822,1982,1310,5,227.44
823,8130,1695,2,162.23
824,9429,122,4,129.93
825,1180,639,5,193.79
826,7695,1645,2,248.96
827,6755,1480,3,356.89
828,3498,955,2,415.99
829,7289,680,1,315.38
830,4341,778,4,69.97
831,4947,646,5,166.71
832,7678,1414,3,447.29
833,8819,186,5,118.42
834,4839,187,2,170.73
835,4262,1828,3,340.33
836,9743,263,5,262.28
837,3845,981,2,214.84
838,9710,1878,3,102.02
839,5818,1266,5,326.54
840,5844,1964,1,354.32
841,2134,1465,5,201.87
842,7591,287,5,298.87
843,9,968,4,152.08
844,7161,57,1,92.21
845,5732,207,4,91.74
846,7249,13,3,333.37
847,5097,672,1,60.73
848,9351,1735,3,362.38
849,2371,175,2,194.56
850,4168,1328,5,361.4
851,9619,1148,5,156.44
852,9311,928,4,311.54
853,6733,102,2,52.28
854,9309,892,4,457.86
855,5104,1930,3,493.38
856,4525,1606,3,400.03
857,3797,545,2,354.05
858,7383,189,3,241.82
859,6187,1904,4,139.26
860,2678,1179,2,237.8
861,7768,1956,2,333.58
862,4450,1372,3,91.23
863,1176,676,1,119.86
864,1779,300,4,351.14
865,5598,69,3,222.48
866,8512,1701,4,172.2
867,7512,1708,5,198.93
868,1236,826,5,200.79
869,2797,144,5,68.18
870,6439,1860,5,378.42
871,3201,716,2,344.42
872,6296,1931,5,355.11
873,8201,698,2,62.15
874,3021,790,3,234.24
875,4908,1576,3,407.57
876,8339,1553,3,200.85
877,5595,1966,1,230.01
878,1026,1752,2,266.41
879,6649,1337,4,341.75
880,7943,1668,5,296.87
881,9816,1275,5,192.53
882,5318,839,4,267.7
883,651,1575,5,421.61
884,8138,247,3,201.52
885,991,614,2,103.16
886,3673,542,4,448.35
887,1655,1908,4,436.58
888,1729,525,3,102.56
889,4861,381,1,176.68
890,6519,430,2,363.12
891,7839,1105,3,434.76
892,5455,1009,2,85.0
893,9183,546,2,333.58
894,6475,1266,2,322.85
895,6402,1472,1,365.89
896,7888,23,1,468.44
897,8818,1716,4,244.35
898,4783,1329,5,489.59
899,1674,493,2,95.8
900,9317,299,2,390.02
901,4127,393,4,256.74
902,7522,133,1,441.97
903,3568,1107,4,133.25
904,8157,569,3,300.69
905,3603,723,3,211.26
906,1876,612,3,157.41
907,2297,481,3,97.38
908,9273,1217,3,79.41
909,3314,1627,5,173.96
910,8571,432,3,241.45
911,2072,1544,3,218.11
912,7479,1820,5,134.99
913,4795,104,5,439.04
914,2063,484,4,311.73
915,9325,205,4,184.77
916,9132,1184,3,68.94
917,3513,1763,1,321.1
918,6856,1360,2,161.1
919,3378,1837,5,497.66
920,2371,100,5,235.82
921,7678,1731,4,161.14
922,4187,819,4,180.64
923,1551,556,5,286.16
924,7994,1787,4,77.47
925,6527,1444,4,408.55
926,5162,1914,3,243.36
927,2672,1558,3,127.98
928,4404,1078,4,352.08
929,427,606,5,291.8
930,1438,999,4,278.74
931,1390,33,5,428.11
932,8398,1962,1,211.65
933,1088,1127,5,177.33
934,4182,1753,3,289.06
935,1726,1033,5,232.53
936,5832,1681,2,254.63
937,2431,949,5,290.62
938,1384,1634,4,468.18
939,6971,1591,5,115.13
940,9203,1184,4,197.65
941,3450,1065,3,308.58
942,3401,324,3,395.68
943,3207,607,1,75.84
944,9697,183,5,69.96
945,2075,491,5,416.55
946,1153,1982,1,81.23
947,2325,1144,3,282.08
948,6783,43,2,104.24
949,1163,557,2,191.99
950,5962,608,3,349.62
951,4701,772,4,218.56
952,6105,1656,3,93.89
953,8047,1034,2,53.89
954,8567,727,2,483.99
955,8018,388,1,226.94
956,4830,680,1,291.4
957,2407,351,3,66.05
958,6210,27,1,483.86
959,9752,1777,4,383.19
960,7005,1666,4,53.15
961,8295,737,1,167.97
962,2824,829,3,87.25
963,5845,1942,5,69.68
964,3170,922,1,128.03
965,6616,212,2,259.47
966,6992,753,1,483.15
967,1889,120,4,321.87
968,4790,1817,5,169.23
969,7761,1051,2,466.42
970,7894,1823,2,305.51
971,4035,505,1,102.65
972,7195,791,2,348.78
973,5582,1883,4,356.05
974,4920,1903,4,334.24
975,7444,424,2,452.95
976,2675,1949,1,485.44
977,8380,561,3,216.18
978,8857,821,4,161.35
979,4014,1746,2,238.08
980,5277,112,5,398.44
981,3961,570,1,365.69
982,4071,417,1,419.54
983,1820,1626,5,276.64
984,5653,212,4,471.49
985,2919,787,5,374.82
986,8259,1574,5,395.52
987,873,776,4,247.48
988,5268,996,2,81.94
989,656,685,3,249.22
990,6081,1790,5,92.28
991,4835,349,1,75.77
992,6468,651,1,406.67
993,2934,1450,3,470.65
994,3310,1115,3,428.24
995,7219,1556,3,160.89
996,3582,1505,5,163.56
997,6779,1341,3,453.24
998,7360,357,2,483.72
999,4032,195,2,243.34
1000,6861,1550,1,431.7
1001,9350,1285,5,248.42
1002,6170,1138,5,350.46
1003,2443,998,5,217.66
1004,2774,971,3,468.65
1005,4856,219,4,435.62
1006,2658,113,3,314.41
1007,3418,1585,3,351.44
1008,7189,1819,2,214.92
1009,5381,1178,2,122.09
1010,4493,1917,1,415.49
1011,8407,592,4,240.03
1012,6160,614,5,355.39
1013,5847,1592,5,64.33
1014,2135,1003,5,119.95
1015,3770,1162,5,354.58
1016,3042,1860,3,302.2
1017,684,77,2,393.6
1018,7439,969,2,268.42
1019,4090,524,4,366.79
1020,8195,529,2,92.55
1021,2597,250,5,465.09
1022,8625,1326,4,73.13
1023,7094,1624,5,398.41
1024,1000,1988,3,70.42
1025,5162,512,3,178.94
1026,8837,1541,1,445.16
1027,2758,86,3,117.2
1028,9862,1134,4,123.14
1029,5272,510,1,413.75
1030,8181,290,4,86.58
1031,1648,1221,4,69.72
1032,2309,1062,2,353.32
1033,2598,596,4,450.23
1034,1590,1584,5,158.84
1035,6796,169,2,100.66
1036,9174,681,5,141.0
1037,5112,223,3,85.08
1038,9573,744,5,395.34
1039,8154,1648,4,235.54
