item_id,restaurant_id,item_name,category,price
151,443,feeling,Starters,368.76
152,131,design,Main Course,337.05
153,462,tonight,Starters,145.87
154,103,site,Starters,423.89
155,153,name,Starters,229.66
156,87,network,Main Course,266.61
157,445,likely,Main Course,120.73
158,458,better,Main Course,149.67
159,266,hotel,Starters,102.34
160,278,town,Desserts,218.13
161,332,training,Desserts,61.35
162,123,radio,Beverages,117.36
163,250,thank,Main Course,460.97
164,164,process,Beverages,350.19
165,27,amount,Main Course,272.77
166,154,start,Beverages,304.8
167,355,suffer,Beverages,337.15
168,430,year,Desserts,58.14
169,171,forget,Main Course,326.38
170,95,born,Starters,389.77
171,498,accept,Starters,444.1
172,330,its,Beverages,375.71
173,281,decide,Desserts,148.31
174,372,eye,Starters,265.89
175,25,person,Beverages,373.08
176,277,voice,Beverages,202.22
177,248,move,Main Course,186.68
178,410,bad,Main Course,396.8
179,446,pick,Main Course,255.18
180,454,again,Starters,387.72
181,355,fish,Starters,394.5
182,451,every,Starters,187.46
183,436,north,Desserts,434.19
184,420,order,Starters,124.21
185,151,sense,Starters,325.41
186,235,report,Desserts,243.64
187,116,vote,Starters,378.37
188,225,work,Desserts,116.53
189,488,their,Main Course,286.34
190,383,expect,Starters,387.12
191,496,able,Desserts,198.14
192,444,appear,Desserts,50.02
193,71,catch,Main Course,304.41
194,404,memory,Desserts,464.61
195,499,many,Desserts,213.78
196,467,short,Beverages,117.45
197,424,concern,Main Course,191.57
198,337,scientist,Main Course,343.81
199,178,show,Desserts,312.38
200,212,relate,Main Course,163.98
201,293,whole,Starters,211.33
202,195,shoulder,Beverages,451.19
203,73,loss,Desserts,102.14
204,499,rate,Main Course,393.2
205,26,cost,Main Course,469.46
206,388,think,Beverages,301.36
207,357,doctor,Main Course,419.84
208,52,while,Main Course,242.85
209,403,I,Starters,294.92
210,78,let,Beverages,362.39
211,37,environmental,Desserts,269.43
212,231,along,Main Course,190.98
213,387,table,Beverages,438.04
214,149,take,Starters,456.14
215,303,middle,Main Course,402.33
216,271,fill,Beverages,329.83
217,134,recently,Starters,362.99
218,245,number,Beverages,103.43
219,103,say,Starters,447.25
220,336,add,Main Course,301.76
221,234,lot,Starters,178.55
222,194,project,Desserts,223.9
223,268,society,Desserts,314.33
224,377,hundred,Desserts,437.97
225,368,by,Beverages,130.14
226,164,strategy,Desserts,248.18
227,360,spend,Desserts,401.01
228,413,author,Main Course,381.4
229,315,involve,Beverages,289.07
230,288,word,Starters,306.98
231,355,street,Beverages,420.28
232,47,daughter,Beverages,53.33
233,485,next,Desserts,426.42
234,70,avoid,Starters,290.46
235,246,whether,Starters,481.9
236,431,cause,Starters,72.6
237,376,base,Desserts,94.73
238,297,serious,Beverages,267.99
239,81,sign,Main Course,258.77
240,358,church,Main Course,256.52
241,84,vote,Beverages,375.26
242,143,she,Desserts,206.21
243,386,couple,Desserts,274.63
244,2,behind,Main Course,109.89
245,432,form,Starters,196.64
246,116,building,Desserts,220.04
247,389,room,Beverages,448.15
248,365,expect,Main Course,450.89
249,94,her,Desserts,419.35
250,411,help,Starters,122.71
251,49,first,Desserts,189.36
252,67,visit,Main Course,274.04
253,346,city,Desserts,100.6
254,83,civil,Starters,55.06
255,464,again,Starters,251.45
256,450,camera,Beverages,377.82
257,273,lead,Starters,324.7
258,461,choice,Beverages,210.69
259,61,second,Main Course,303.9
260,361,exactly,Beverages,193.31
261,101,world,Desserts,271.98
262,126,TV,Beverages,213.2
263,407,relationship,Main Course,94.7
264,354,according,Desserts,174.42
265,69,live,Main Course,319.81
266,149,win,Main Course,237.49
267,217,wind,Main Course,386.68
268,349,in,Starters,256.92
269,243,guess,Desserts,118.27
270,216,now,Beverages,130.2
271,226,first,Beverages,222.69
272,3,knowledge,Starters,232.12
273,370,knowledge,Beverages,242.49
274,420,range,Beverages,498.25
275,209,serve,Main Course,336.52
276,64,manage,Desserts,354.69
277,317,increase,Desserts,263.83
278,373,radio,Beverages,327.07
279,147,fly,Beverages,371.39
280,452,right,Beverages,236.6
281,314,quality,Beverages,223.11
282,36,his,Beverages,57.77
283,332,nature,Main Course,173.89
284,339,only,Beverages,283.02
285,382,then,Main Course,76.83
286,455,again,Desserts,487.25
287,280,wear,Beverages,216.28
288,410,quite,Main Course,89.0
289,5,let,Starters,66.64
290,144,event,Starters,270.51
291,72,again,Beverages,116.4
292,100,collection,Starters,276.89
293,255,evening,Starters,75.82
294,344,third,Main Course,87.93
295,242,agent,Beverages,101.07
296,423,field,Starters,453.93
297,383,letter,Main Course,398.19
298,369,give,Main Course,64.36
299,52,number,Main Course,135.05
300,202,imagine,Desserts,309.13
301,306,music,Main Course,287.96
302,316,one,Beverages,69.02
303,285,attention,Desserts,68.52
304,392,control,Main Course,175.43
305,367,television,Main Course,259.89
306,94,economy,Beverages,452.49
307,442,although,Starters,257.67
308,248,down,Desserts,197.19
309,82,performance,Starters,170.9
310,323,difference,Starters,89.27
311,270,lay,Starters,389.64
312,446,include,Starters,365.68
313,443,involve,Starters,170.55
314,248,play,Starters,269.08
315,209,medical,Starters,419.37
316,197,human,Beverages,151.29
317,313,mother,Beverages,414.95
318,270,smile,Beverages,64.64
319,47,fire,Desserts,322.76
320,186,property,Desserts,93.38
321,317,thought,Beverages,380.01
322,188,seem,Main Course,91.38
323,33,later,Beverages,347.44
324,369,use,Beverages,91.78
325,137,kid,Starters,365.65
326,186,near,Starters,424.64
327,483,view,Starters,209.08
328,102,reason,Starters,273.6
329,450,either,Main Course,385.11
330,492,expect,Desserts,66.85
331,409,bed,Starters,354.62
332,265,in,Starters,162.5
333,323,service,Starters,354.16
334,145,people,Desserts,498.59
335,157,administration,Starters,411.71
336,220,traditional,Main Course,251.61
337,204,industry,Beverages,396.94
338,458,decision,Beverages,90.6
339,486,she,Beverages,204.3
340,328,study,Desserts,296.62
341,170,top,Main Course,285.87
342,189,world,Desserts,432.9
343,358,safe,Beverages,371.2
344,124,police,Beverages,202.41
345,116,staff,Starters,371.86
346,144,have,Desserts,90.51
347,237,author,Desserts,52.83
348,19,yet,Desserts,364.13
349,217,those,Main Course,383.66
350,340,law,Desserts,396.65
351,135,quickly,Beverages,481.43
352,132,personal,Desserts,156.18
353,69,yeah,Beverages,152.01
354,391,understand,Desserts,433.49
355,217,something,Main Course,136.16
356,84,heavy,Starters,386.31
357,273,arrive,Starters,182.96
358,105,long,Beverages,367.97
359,467,whether,Beverages,57.91
360,182,guy,Beverages,199.06
361,6,foot,Beverages,102.8
362,474,note,Main Course,132.76
363,157,dog,Main Course,296.5
364,184,between,Beverages,60.32
365,83,nothing,Desserts,236.89
366,284,policy,Starters,164.9
367,45,high,Beverages,77.1
368,477,media,Main Course,268.09
369,132,Democrat,Main Course,154.24
370,333,short,Main Course,214.1
371,10,describe,Starters,415.18
372,319,part,Main Course,184.54
373,71,customer,Beverages,271.93
374,1,serious,Beverages,379.12
375,113,in,Desserts,474.08
376,86,sound,Starters,369.04
377,254,effect,Beverages,216.7
378,342,food,Desserts,425.32
379,58,protect,Starters,221.37
380,123,at,Main Course,150.81
381,104,improve,Main Course,148.73
382,434,control,Main Course,313.77
383,59,show,Starters,154.66
384,378,east,Beverages,53.91
385,479,through,Starters,116.97
386,370,use,Beverages,285.21
387,285,interview,Beverages,340.63
388,226,gas,Beverages,469.99
389,304,during,Starters,158.46
390,161,really,Desserts,372.88
391,200,force,Beverages,89.2
392,228,instead,Main Course,358.83
393,118,American,Desserts,191.92
394,130,provide,Desserts,318.52
395,410,so,Starters,417.5
396,345,always,Starters,167.85
397,258,chance,Beverages,157.12
398,187,air,Starters,430.0
399,392,should,Starters,273.28
400,460,strategy,Main Course,398.17
401,313,plan,Main Course,59.82
402,195,purpose,Desserts,286.17
403,29,improve,Beverages,347.86
404,29,activity,Desserts,228.8
405,334,everybody,Starters,290.22
406,250,sign,Beverages,167.65
407,63,feel,Starters,378.68
408,109,write,Beverages,293.66
409,152,fill,Main Course,292.9
410,451,Congress,Starters,293.79
411,464,most,Main Course,442.72
412,329,official,Desserts,75.85
413,198,lot,Starters,499.04
414,406,game,Starters,207.3
415,258,cultural,Beverages,441.29
416,331,lead,Main Course,393.11
417,8,appear,Desserts,469.25
418,315,cut,Desserts,248.31
419,1,rich,Desserts,93.46
420,7,situation,Beverages,354.89
421,245,vote,Beverages,328.02
422,133,leader,Desserts,380.95
423,347,plant,Desserts,175.44
424,147,poor,Desserts,195.2
425,292,measure,Desserts,194.99
426,5,man,Starters,149.44
427,3,share,Main Course,385.97
428,314,statement,Starters,290.93
429,193,feeling,Main Course,305.47
430,50,door,Main Course,93.42
431,22,stuff,Desserts,172.94
432,241,wind,Beverages,103.28
433,18,job,Main Course,51.59
434,229,set,Starters,447.43
435,154,network,Desserts,176.2
436,177,even,Starters,443.6
437,35,bill,Main Course,213.46
438,310,real,Beverages,412.55
439,285,least,Main Course,160.44
440,312,each,Desserts,446.76
441,320,amount,Desserts,235.6
442,51,strategy,Desserts,303.11
443,31,build,Beverages,91.84
444,33,new,Starters,255.76
445,151,develop,Desserts,102.5
446,62,edge,Beverages,141.0
447,178,born,Starters,204.31
448,214,authority,Starters,58.02
449,270,read,Main Course,381.95
450,302,degree,Desserts,196.5
451,150,amount,Starters,79.58
452,127,forward,Main Course,479.02
453,184,simply,Main Course,134.8
454,434,wind,Desserts,350.08
455,78,woman,Main Course,369.74
456,221,foreign,Beverages,65.78
457,275,movie,Desserts,67.44
458,453,economy,Main Course,230.83
459,455,day,Desserts,78.25
460,152,property,Starters,438.51
461,210,the,Main Course,113.71
462,222,quality,Desserts,436.54
463,312,main,Main Course,328.96
464,311,foot,Beverages,327.87
465,439,describe,Beverages,184.62
466,255,wear,Beverages,107.22
467,255,according,Beverages,378.14
468,217,meeting,Starters,165.62
469,327,model,Beverages,353.34
470,153,perform,Main Course,131.63
471,143,modern,Beverages,433.24
472,18,home,Main Course,218.88
473,460,measure,Beverages,407.1
474,454,set,Starters,271.94
475,32,government,Desserts,61.7
476,13,quite,Beverages,460.93
477,188,leg,Starters,406.17
478,10,kind,Beverages,155.42
479,324,down,Starters,257.21
480,38,practice,Main Course,320.98
481,461,author,Main Course,202.45
482,66,wind,Main Course,459.42
483,419,team,Beverages,428.62
484,298,scene,Starters,466.72
485,478,major,Desserts,247.33
486,140,member,Starters,391.92
487,182,compare,Desserts,497.84
488,28,student,Beverages,148.54
489,228,art,Starters,357.49
490,489,cover,Beverages,154.82
491,47,number,Starters,88.45
492,15,seven,Main Course,152.49
493,67,rise,Desserts,305.05
494,297,manage,Desserts,441.56
495,254,career,Beverages,296.01
496,250,whole,Starters,215.28
497,184,for,Main Course,179.04
498,151,safe,Desserts,162.88
499,495,particular,Main Course,229.37
500,363,national,Main Course,443.84
501,90,member,Main Course,195.88
502,363,southern,Beverages,331.62
503,2,consider,Main Course,123.93
504,22,machine,Beverages,228.26
505,346,century,Beverages,229.5
506,462,son,Starters,394.73
507,500,report,Desserts,280.26
508,23,have,Starters,219.05
509,66,hand,Beverages,208.63
510,110,grow,Desserts,303.03
511,364,how,Beverages,159.79
512,162,sometimes,Desserts,69.19
513,156,piece,Main Course,177.03
514,385,ready,Main Course,304.9
515,324,doctor,Desserts,260.53
516,488,coach,Starters,69.5
517,371,herself,Beverages,432.06
518,128,really,Desserts,410.0
519,300,help,Main Course,463.07
520,119,military,Starters,411.0
521,406,you,Starters,58.09
522,485,action,Starters,151.17
523,454,also,Starters,398.88
524,260,eye,Beverages,108.78
525,484,blue,Main Course,173.09
526,261,site,Beverages,355.53
527,266,green,Beverages,94.11
528,125,budget,Beverages,447.97
529,87,your,Desserts,270.07
530,140,mouth,Starters,440.53
531,27,year,Main Course,429.55
532,378,born,Beverages,439.43
533,261,plant,Beverages,186.2
534,359,property,Beverages,357.73
535,364,than,Starters,115.79
536,139,usually,Main Course,96.54
537,468,number,Beverages,141.04
538,15,ability,Main Course,427.88
539,331,kitchen,Main Course,125.8
540,337,through,Desserts,221.78
541,35,but,Main Course,182.48
542,189,animal,Main Course,299.42
543,229,development,Starters,96.53
544,250,its,Main Course,355.91
545,185,shoulder,Main Course,183.14
546,237,base,Desserts,359.66
547,415,raise,Starters,348.73
548,310,say,Beverages,293.63
549,285,force,Beverages,460.19
550,26,decade,Starters,311.09
551,340,result,Desserts,67.68
552,364,evidence,Beverages,330.64
553,89,believe,Desserts,382.01
554,422,meeting,Main Course,450.91
555,492,also,Beverages,54.25
556,181,entire,Starters,430.19
557,256,marriage,Main Course,257.26
558,446,get,Desserts,379.19
559,357,indeed,Desserts,486.9
560,463,successful,Desserts,67.26
561,335,ball,Beverages,331.87
562,255,administration,Beverages,456.41
563,66,everybody,Starters,284.73
564,342,any,Main Course,366.86
565,275,course,Desserts,163.7
566,144,produce,Starters,383.91
567,237,hit,Desserts,69.33
568,270,table,Main Course,269.75
569,412,fund,Beverages,154.61
570,185,rather,Main Course,379.29
571,435,reflect,Desserts,414.2
572,130,among,Beverages,224.95
573,464,specific,Beverages,326.82
574,491,feeling,Main Course,182.0
575,461,station,Desserts,309.22
576,139,believe,Main Course,160.17
577,49,wide,Starters,76.49
578,53,bad,Desserts,85.45
579,203,shake,Desserts,212.33
580,109,can,Starters,308.85
581,323,around,Desserts,330.6
582,227,continue,Beverages,425.4
583,202,scientist,Desserts,362.43
584,84,election,Desserts,147.75
585,74,nation,Beverages,467.48
586,223,hope,Desserts,165.9
587,137,toward,Beverages,65.07
588,462,miss,Main Course,226.08
589,144,year,Main Course,341.83
590,69,blue,Starters,62.64
591,463,send,Main Course,310.32
592,412,might,Main Course,189.23
593,350,describe,Starters,193.72
594,465,eye,Beverages,440.2
595,354,by,Main Course,192.02
596,21,finish,Beverages,64.02
597,116,wide,Beverages,460.55
598,465,walk,Desserts,494.73
599,189,out,Beverages,454.9
600,163,who,Starters,83.46
601,293,majority,Beverages,365.53
602,1,according,Starters,287.27
603,249,begin,Starters,462.65
604,19,nature,Starters,344.5
605,423,understand,Starters,390.22
606,69,decide,Beverages,80.76
607,302,particular,Desserts,184.4
608,54,system,Desserts,79.09
609,44,face,Desserts,374.32
610,313,need,Main Course,349.66
611,275,once,Starters,475.22
612,230,sell,Main Course,253.95
613,297,hospital,Starters,457.6
614,222,push,Beverages,164.0
615,262,toward,Starters,166.1
616,459,rate,Beverages,349.68
617,69,group,Beverages,59.75
618,258,moment,Starters,195.76
619,451,example,Starters,240.96
620,54,care,Desserts,417.39
621,153,drop,Desserts,232.35
622,464,TV,Main Course,204.84
623,142,star,Beverages,276.04
624,209,knowledge,Desserts,97.37
625,282,skill,Main Course,212.54
626,150,table,Starters,467.0
627,493,inside,Desserts,252.98
628,158,poor,Main Course,386.24
629,128,report,Main Course,349.19
630,400,ok,Starters,110.73
631,125,forward,Starters,252.49
632,147,improve,Starters,330.95
633,160,happen,Beverages,66.86
634,311,avoid,Desserts,412.07
635,330,pattern,Desserts,143.91
636,279,fall,Starters,398.25
637,333,power,Beverages,271.05
638,254,reason,Starters,118.34
639,3,radio,Desserts,247.82
640,240,fall,Starters,105.03
641,330,discuss,Starters,402.59
642,405,clear,Starters,414.35
643,430,discuss,Desserts,456.48
644,61,drop,Desserts,337.83
645,476,plan,Desserts,443.78
646,45,song,Main Course,406.49
647,256,news,Starters,396.19
648,185,why,Beverages,226.2
649,355,adult,Starters,495.13
650,386,yeah,Desserts,186.59
651,205,tough,Desserts,375.04
652,359,glass,Main Course,248.46
653,391,hospital,Main Course,187.1
654,294,continue,Main Course,338.45
655,500,generation,Starters,146.17
656,322,music,Main Course,437.8
657,108,special,Desserts,142.33
658,16,rise,Beverages,224.85
659,271,market,Desserts,56.44
660,66,around,Starters,382.69
661,458,effort,Desserts,115.06
662,255,ever,Main Course,415.19
663,87,leader,Main Course,157.92
664,492,explain,Starters,365.85
665,135,baby,Desserts,93.05
666,489,grow,Desserts,162.86
667,460,team,Desserts,76.67
668,271,begin,Starters,224.19
669,465,become,Starters,292.81
670,299,rest,Desserts,292.58
671,55,dream,Beverages,310.99
672,251,great,Beverages,225.42
673,410,hope,Main Course,414.61
674,119,several,Desserts,216.99
675,2,consider,Main Course,431.01
676,287,clear,Desserts,232.59
677,422,speech,Main Course,438.71
678,404,trade,Beverages,214.03
679,228,try,Beverages,155.51
680,143,lose,Beverages,155.53
681,316,company,Starters,82.69
682,480,fish,Starters,318.8
683,207,oil,Beverages,486.27
684,362,she,Desserts,73.26
685,487,truth,Desserts,339.1
686,418,individual,Starters,178.68
687,97,put,Desserts,416.23
688,279,market,Starters,434.8
689,255,better,Beverages,363.93
690,379,if,Starters,262.14
691,496,church,Main Course,308.25
692,185,life,Beverages,76.03
693,350,million,Main Course,285.71
694,147,exactly,Beverages,344.89
695,163,report,Starters,436.28
696,291,ahead,Starters,364.43
697,68,matter,Beverages,122.47
698,379,artist,Beverages,340.5
699,424,individual,Starters,369.7
700,263,officer,Beverages,407.3
701,484,window,Desserts,425.8
702,147,nation,Beverages,258.47
703,118,hear,Beverages,63.58
704,326,summer,Beverages,90.68
705,440,activity,Desserts,138.98
706,416,cell,Desserts,406.7
707,195,meeting,Starters,456.22
708,276,above,Beverages,396.86
709,363,interest,Starters,223.39
710,152,national,Beverages,72.98
711,142,natural,Desserts,50.25
712,475,debate,Beverages,107.71
713,460,consumer,Main Course,222.27
714,178,over,Starters,309.3
715,189,modern,Main Course,458.26
716,203,staff,Main Course,135.59
717,387,rule,Starters,268.82
718,360,seem,Main Course,382.82
719,482,community,Beverages,318.65
720,426,cup,Desserts,378.98
721,347,throughout,Main Course,270.15
722,4,as,Desserts,333.96
723,66,inside,Beverages,116.42
724,443,minute,Main Course,143.13
725,146,long,Main Course,158.68
726,182,right,Main Course,116.86
727,487,TV,Starters,101.44
728,362,for,Beverages,408.79
729,29,within,Starters,101.34
730,309,central,Beverages,342.66
731,104,good,Main Course,114.57
732,282,kitchen,Beverages,388.34
733,283,majority,Main Course,329.64
734,474,rest,Beverages,452.23
735,33,would,Main Course,182.72
736,363,probably,Desserts,63.72
737,25,important,Starters,119.11
738,243,step,Beverages,322.4
739,28,serve,Main Course,365.44
740,343,shoulder,Beverages,323.76
741,78,ball,Starters,183.05
742,122,maintain,Starters,104.33
743,229,paper,Beverages,464.47
744,490,seven,Starters,413.07
745,287,certainly,Desserts,250.55
746,434,character,Starters,212.79
747,408,never,Desserts,357.15
748,408,very,Main Course,91.71
749,55,whole,Desserts,89.72
750,336,discussion,Desserts,406.55
751,265,anyone,Starters,370.53
752,111,put,Main Course,491.23
753,7,main,Main Course,325.05
754,371,they,Desserts,491.46
755,456,couple,Beverages,265.02
756,153,worry,Beverages,99.32
757,75,bring,Starters,433.81
758,483,agency,Desserts,339.0
759,245,hold,Main Course,462.31
760,135,role,Desserts,471.09
761,115,evidence,Starters,223.94
762,472,east,Desserts,134.93
763,141,government,Main Course,289.43
764,437,actually,Beverages,291.59
765,446,moment,Starters,447.11
766,346,enjoy,Starters,365.11
767,339,rate,Beverages,380.14
768,110,hundred,Desserts,474.77
769,112,rule,Main Course,338.98
770,81,its,Starters,169.44
771,393,race,Desserts,50.93
772,341,center,Beverages,159.76
773,450,radio,Beverages,208.85
774,97,tough,Desserts,220.49
775,226,economy,Main Course,440.2
776,372,report,Main Course,360.09
777,340,table,Starters,205.46
778,73,majority,Desserts,346.75
779,408,well,Desserts,495.48
780,12,dinner,Starters,396.33
781,278,system,Starters,81.7
782,330,view,Main Course,250.43
783,358,plan,Desserts,471.78
784,118,lead,Beverages,434.14
785,111,manager,Starters,131.72
786,194,want,Starters,229.74
787,13,suggest,Main Course,321.45
788,129,job,Desserts,299.31
789,159,prepare,Starters,441.45
790,91,break,Starters,146.92
791,416,various,Desserts,306.81
792,480,right,Main Course,489.29
793,164,sure,Main Course,159.06
794,489,real,Starters,163.3
795,456,measure,Desserts,375.24
796,64,prove,Main Course,314.26
797,323,word,Starters,118.22
798,291,last,Desserts,217.7
799,353,friend,Desserts,334.52
800,47,history,Starters,493.23
801,396,white,Starters,452.82
802,172,war,Beverages,442.22
803,103,someone,Desserts,389.37
804,466,almost,Beverages,418.62
805,275,range,Starters,184.4
806,162,lawyer,Main Course,149.34
807,357,expert,Main Course,252.29
808,406,theory,Beverages,404.06
809,398,create,Main Course,171.3
810,431,ok,Beverages,360.72
811,396,many,Starters,75.13
812,41,stop,Starters,384.2
813,2,walk,Main Course,131.07
814,189,term,Main Course,267.61
815,138,side,Main Course,256.83
816,79,main,Main Course,351.9
817,443,win,Starters,100.72
818,479,let,Beverages,170.07
819,363,much,Desserts,346.6
820,417,worker,Desserts,372.68
821,96,age,Desserts,391.1
822,228,western,Starters,338.01
823,260,drug,Beverages,437.29
824,404,girl,Desserts,208.89
825,32,five,Beverages,279.01
826,346,century,Beverages,392.03
827,290,enjoy,Starters,161.65
828,342,idea,Main Course,233.08
829,15,another,Beverages,254.58
830,40,herself,Main Course,416.74
831,370,growth,Desserts,231.41
832,119,trial,Desserts,62.53
833,129,score,Desserts,443.39
834,287,game,Beverages,382.83
835,8,rich,Beverages,128.61
836,462,debate,Beverages,454.82
837,54,challenge,Beverages,63.72
838,66,successful,Starters,60.34
839,262,coach,Starters,375.02
840,387,him,Main Course,206.24
841,254,rule,Beverages,121.09
842,226,put,Desserts,318.86
843,163,house,Main Course,62.96
844,377,cold,Starters,448.01
845,345,operation,Starters,403.61
846,225,machine,Desserts,312.8
847,50,series,Main Course,115.69
848,391,culture,Main Course,278.84
849,212,onto,Desserts,173.57
850,336,practice,Starters,144.06
851,478,loss,Desserts,95.84
852,103,hospital,Starters,105.2
853,463,peace,Desserts,314.67
854,475,Republican,Beverages,260.28
855,482,as,Desserts,274.51
856,227,alone,Beverages,99.14
857,445,course,Beverages,165.38
858,134,work,Main Course,495.92
859,113,form,Desserts,299.9
860,115,fall,Desserts,247.18
861,153,down,Beverages,472.54
862,239,parent,Desserts,324.32
863,222,we,Starters,220.68
864,318,from,Main Course,478.9
865,287,many,Beverages,255.93
866,414,into,Beverages,428.62
867,485,analysis,Beverages,229.95
868,389,system,Main Course,178.26
869,8,wish,Beverages,338.94
870,325,more,Desserts,80.8
871,312,bring,Beverages,365.56
872,323,become,Desserts,424.79
873,361,entire,Main Course,471.63
874,280,board,Desserts,399.03
875,284,between,Main Course,119.38
876,446,agent,Starters,451.54
877,159,clearly,Starters,229.46
878,132,oil,Beverages,315.41
879,343,nor,Main Course,100.23
880,60,color,Starters,387.23
881,218,where,Main Course,187.66
882,148,any,Desserts,357.25
883,307,even,Beverages,187.99
884,279,color,Beverages,433.82
885,320,name,Main Course,139.54
886,411,tell,Starters,395.8
887,353,stand,Main Course,271.9
888,143,time,Beverages,175.09
889,222,customer,Main Course,218.9
890,455,wide,Beverages,465.76
891,116,western,Beverages,382.72
892,131,more,Desserts,435.49
893,326,son,Main Course,142.25
894,473,tonight,Main Course,158.03
895,123,result,Starters,57.42
896,173,physical,Beverages,172.77
897,174,general,Desserts,420.56
898,49,religious,Main Course,232.6
899,394,bit,Beverages,388.36
900,78,be,Starters,422.51
901,24,issue,Starters,102.2
902,182,instead,Beverages,91.13
903,138,role,Beverages,403.27
904,340,always,Main Course,110.17
